skill_name,skill_link,skill_description
The Late Night,https://www.amazon.com/Crezia-technologies-The-Late-Night/dp/B07SJKTSHL/ref=sr_1_152?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-152,"I tell you a secret, I sometimes walk on the dreamlike path, looking for the answers I couldn’t find in my routine life. The questions like Who and what are we? What vast universe we belong to? I don’t imagine the exact answers I can find to my own questions. I am Not eager to know what I am or what I am here to do What fascinates me more has to do with the people I love The once who were here and now they are gone, where have they gone my mind keeps asking The one who is here they are living, breathing, growing, I struggle to imagine why they are here and what brought them here But the once who are gone do they come back? It’s a puzzle that has no perfect answer whatever we know about ourselves may have no baring about what the universe knows. Today's poem is Late winter Night, The poem seems to share about the incident, that changed their life a father and son they fighting for life."
Daniel learns sharing,https://www.amazon.com/Supermann-Daniel-learns-sharing/dp/B07T41GWYG/ref=sr_1_151?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-151,"Listen to this interactive story with a timeless lesson. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Dad's Story,https://www.amazon.com/Melissa-Dads-Story/dp/B07T69R6G7/ref=sr_1_148?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-148,Listen to a personalized story that's all about dad and narrated by Alexa.
Canciones de cuna,https://www.amazon.com/Healing-fm-Lullabies/dp/B07T43F3FK/ref=sr_1_149?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-149,"La Alexa Skill de canciones de cuna es perfecta para relajarte o ayudarte a dormir bien por la noche.  SOBRE HEALING FM En la agitada vida de hoy en día, las Skills de Healing FM están diseñadas para ayudarte a recargar tu alma, elevar tu espíritu y disfrutar de pequeños momentos de paz. Más de 1 millón personas al mes confían en las Skills de voz de alta calidad de Healing.fm para la meditación, la relajación y una buena noche de sueño.  COMENTARIOS DE SKILL Si te gusta usar esta Skill, danos una calificación. Gracias."
Indian Rhymes for Kids - Bhola Bachpan (300+rhyme),https://www.amazon.com/Indian-Rhymes-Kids-daily-rhymes/dp/B07TF8N5VG/ref=sr_1_146?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-146,"Usage of the Alexa skill! Steps for using the skill: Session 1: User: Alexa, open bhola bachpan Alexa: Indian Rhymes. Starting now. At any time you can say Pause, resume, play, next, previous. Say play the audio, or begin, to begin. User: Play the audio. OR User: Begin. Alexa: This is <Rhyme Name> <Alexa completes the rhyme or user interruption> User: Alexa, next User: Alexa, stop User: Alexa, next / previous User: Alexa, resume User: Alexa, shuffle User: Alexa, start over User: Yes/No Session 2: User: Alexa, open bhola bachpan Alexa: Would you like to resume? say yes or no. User: Yes Alexa: <Alexa starts over to the first rhyme and you can ask Alexa to step forward by saying Alexa, next> You are listening to the Indian Rhymes. You can say, Next or Previous, to navigate through the playlist. At any time, you can say Pause, to pause, the audio, and Resume, to resume. Session 3: User: Alexa, ask Bhola Bachpan for help Alexa: You are listening to the Indian Rhymes. You can say, Next or Previous, to navigate through the playlist. At any time, you can say Pause, to pause, the audio, and Resume, to resume. Major update to the Skill. Thanks for all of your reviews and support. We have updated the skill with a more smooth and fault-free experience. We are continuing the legacy of the previous skill with a more advanced and smooth voice experience for kids. The skill plays rhyme randomly chosen from the 30+ set of rhymes collection on invoking the skill Rhymes added in the skills are: 1. Aloo Kachaloo Kahan Gaye The Hindi Rhymes Nursery Rhymes Compilation 2. Bandar Mama Pahan Pajama 3. Chidiya Rani Badi Sayani 4. Do chuhe the 5. Hathi Raja Kaha chale 6. Mein tota hare rang ka 7. Meow Meow Billi Kati 8. Top Rhymes for children 9. Barish aai cham chama cham Please rate and review if your kid loves it. This app is in Hindi and English. Specially designed for Indian users. Thanks for installing it. Hi Kids, I hope you all are doing good. We have released some skills for you already. Thanks for loving our Alexa skills; ""Nani Teri Morni"" and ""Lakdi Ki Kathi"".  We are continuously adding more and more handpicked rhymes for kids which could bring more value education among them and entertain them. Your reviews motivate us to build wonderful skills like this one. If you have not already, please show your support by sharing your suggestions by writing a review. We want to hear from you! For all users in India and the rest parts of the world, the skill responses in Hindi audio.  ---------------------------------------------------------------------------------------------------------------------- Disclaimer ---------------------------------------------------------------------------------------------------------------------- This Alexa skill is intended for fun and entertainment purposes only. It contains audio in Indian local language ‘Hindi’. Users of this skill are fully aware of the local language and accepted to play the rhyme with their own knowledge and experience. We have also released various Alexa skills for stories and poems in regional languages in Tamil, Kannada, Telegu, and Bangla."
Green Ghost Story,https://www.amazon.com/Say-and-Play-Games-Green/dp/B07PQ6B4ZK/ref=sr_1_161?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-161,"Experience a sweet, short audio adventure with the Green Ghost! It's Halloween night and the Green Ghost gets an unexpected treat. Suitable for kids, ages 3-6 years old."
Princess Niani,https://www.amazon.com/Supermann-Princess-Niani/dp/B07T71B818/ref=sr_1_147?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-147,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Funky Dreamer Storytime,https://www.amazon.com/GoVocal-AI-Funky-Dreamer-Storytime/dp/B07MBMDW7Z/ref=sr_1_172?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-172,"Funky Dreamer Storytime is a dreamy podcast series where parents and kids simply lose themselves in a world of imagination, sort of like reading books at bedtime, but these podcasts are just for listening, and all the pictures come from your own imagination."
Talking Stones Podcast by The Spectacular Stones,https://www.amazon.com/Talking-Stones-Podcast-Spectacular/dp/B07MJFGMF2/ref=sr_1_171?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-171,"2 Kids; 1 Goal: FUN! The Stone Kids are all-in for fun and games, and in this their first podcast, we're learning the ropes, syndicating, and connecting to the world and our community of Huntington West Virginia all at the same time!"
Santa Shark,https://www.amazon.com/FamilyShark-Santa-Shark/dp/B07M95RGPW/ref=sr_1_173?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-173,Santa Shark Sing and Dance! Songs for Children Ask Alexa to open Santa Shark. Enjoy!
London Bridge is falling down Indian Rhyme,https://www.amazon.com/London-Bridge-falling-down-Rhyme/dp/B07L86GH55/ref=sr_1_176?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-176,"""London Bridge Is Falling Down"" (also known as ""My Fair Lady"" or ""London Bridge"") is a traditional English nursery rhyme and singing game, which is found in different versions all over the world. It deals with the depredations of London Bridge and attempts, realistic or fanciful, to repair it. It may date back to bridge rhymes and games of the Late Middle Ages, but the earliest records of the rhyme in English are from the seventeenth century. The lyrics were first printed in close to their modern form in the mid-eighteenth century and became popular, particularly in Britain and the United States during the 19th century. We have updated the skill with a more smooth and fault-free experience. We are continuing the legacy of the previous skill with a more advanced and smooth voice experience. london bridge Indian Rhyme will take you on an adventurous ride to the famous London Bridge right from your home. Whether it is time to sleep or dinner, play this rhyme for kids and your kid will love it. Steps for using the skill: Session 1: User: Alexa, open london bridge Alexa: Starting london bridge, you can say start or begin User: Start / Begin Alexa: Playing london bridge User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open london bridge Alexa: You were listening to london bridge already, Would you like to resume? User: No Alexa: <Alexa starts over to play the audio from start> You are listening to the london bridge rhyme. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the london bridge. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Once invoked, Alexa will automatically start the conversation and play the audio. Sit back, relax, and enjoy the rhyme of london bridge. To start again on finishing one story, you can ask Alexa to open it again. When you reach the bottom of the playlist, try saying, Alexa, start over or Alexa, shuffle"
Baby-Shark Sing and Dance,https://www.amazon.com/CanTinh-Baby-Shark-Sing-and-Dance/dp/B07M8PTKLL/ref=sr_1_174?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-174,"Baby-Shark Sing and Dance! Songs for Children Ask Alexa to open Baby Song. Enjoy! This is a funny shortened song with the light ring - unofficial Baby-Shark, if you want to play the original song, please say “Alexa, play the song Baby-Shark”)."
Albany Music School,https://www.amazon.com/Flexi-eBooks-Albany-Music-School/dp/B07LF5NN89/ref=sr_1_175?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-175,Albany Music School teaches students music by playing music samples. The skill first asks for a musical genre and then asks for instrument and musical ensemble size. Then finds a sample fitting this criteria and plays the sample back to the user
Aloo Kachalu - Indian Rhyme,https://www.amazon.com/Keyring-Corp-Aloo-Kachalu/dp/B07MVXJ19J/ref=sr_1_169?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-169,"We have updated the skill with a more smooth and fault-free experience. We are continuing the legacy of the previous skill with a more advanced and smooth voice experience. Aloo Kachalu is a masterpiece in the family of Indian rhymes. You will learn all the vegetable names in Hindi audio. The best time to play is with dinner or lunch. Or all day! Steps for using the skill: Session 1: User: Alexa, open aloo kachalu Alexa: Starting aloo kachalu, you can say start or begin User: Start / Begin Alexa: Playing aloo kachalu User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open aloo kachalu Alexa: You were listening to aloo kachalu already, Would you like to resume? User: No Alexa: <Alexa starts over to play the audio from start> You are listening to the aloo kachalu rhymes. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the aloo kachalu. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Once invoked, Alexa will automatically start the conversation and play the audio. Sit back, relax, and enjoy the rhyme of Twinkle Twinkle Star. To start again on finishing one story, you can ask Alexa to open it again. When you reach the bottom of the playlist, try saying, Alexa, start over or Alexa, shuffle"
Crayon Colors,https://www.amazon.com/VoiceSkillsInc-Crayon-Colors/dp/B07ML41H47/ref=sr_1_170?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-170,"Crayon Colors is a Skill used for learning how to spell the top ten commonly used colors. This Skill will educate and entertain your children.  The Child will get to sing along to a little jingle pertaining to one of the randomly selected colors, white, black, green, red, blue, yellow, pink, brown, purple, and orange. For Display devices the an image will appear on the screen has well. This Skill uses the Different Amazon Polly Voices to give the user a unique experience every time."
Chinese Kids Songs,https://www.amazon.com/JJ-Chinese-Kids-Songs/dp/B07NJ1JGW2/ref=sr_1_167?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-167,"Chinese Kids Songs/Nursery Rhyme, Kids love them. They would help kids to developing phonemic awareness, build memory and articulation, and best way to learn at the early status. This skill understands the commands like Alexa Pause, Alexa Stop , Alexa Continue, Alexa Next, Alexa Repeat, Alexa Start Over or Alexa Previous. Hope you enjoy it and give us a 5-start rating. Thanks very much."
Guiter Tuner,https://www.amazon.com/Shuvrajyoti-Deb-Roy-Guiter-Tuner/dp/B07NCPS8H9/ref=sr_1_168?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-168,"Play strings and chords. You can ask 'Alexa, give me a low E'"
Whose Turn i wonder,https://www.amazon.com/Billi-Maciel-Whose-Turn-wonder/dp/B07P9QFHZ3/ref=sr_1_165?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-165,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Nani Teri Morni - Indian Rhyme,https://www.amazon.com/Keyring-Corp-Nani-teri-morni/dp/B07PBTQJRH/ref=sr_1_164?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-164,"Enter the world of Nani where kids stick to Nani all day long. Children love to play with Nani and Nani cares for the children and plays with them. Children ask Nani for ice-cream, a small amount of money, and to play with them. In the song, children depict the story of a thief who steals from Nani along with a peacock. User: Alexa, open nani teri morni Alexa: Nani Teri Morni, <Plays Audio> Once invoked, Alexa will automatically start the conversation and play the poem. The skills by saying ""Alexa, open Nani Teri Morni"". After invoking Alexa automatically starts the rhyming poem. Once it is finished you can invoke again by saying ""Alexa, open Nani Teri Morni"". The Alexa skill is specially designed for kids of age group 4-13 years old. Nani Teri Morni is the most famous and popular Indian song. The audio in this Alexa skill helps to cheer up the mood and reminds you of your Old Days of innocence where life was so simple and sorted. It will also help you to relax and cheer up if you had a rough day.  We are continuously adding more and more handpicked skills which could bring more value education among them and entertain you.  For all users in India and the rest parts of the world, the skill responses in Hindi audio.  ---------------------------------------------------------------------------------------------------------------------- Disclaimer ---------------------------------------------------------------------------------------------------------------------- This “Nani Teri Morni Indian rhyme ” Alexa skill is intended for fun and entertainment purposes only. It contains audio in Indian local language ‘Hindi’. Users of this skill are fully aware of the local language and accepted to play the poem with their own knowledge and experience."
Little Yogis,https://www.amazon.com/Danielle-Fisher-Little-Yogis/dp/B07PDYP7NJ/ref=sr_1_162?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-162,"This audio will cue toddlers and children to pause for a yoga moment: directing either a yoga pose, motion meditation, or breathing exercise.  To provide parents with techniques that will help children develop mindfulness.    The briefing will post weekly Monday mornings at 7 am"
EverAfter™,https://www.amazon.com/Max-Minds-LLC-EverAfterTM/dp/B07NZ3MPQ1/ref=sr_1_166?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-166,"Some might say storytelling is a lost art.  Before computers, the best stories were told by the voices of our ancestors and shared through the expressions of our family members.  Passed down through generations, we felt connected in a way that's hard to replicate.  Until now.   EverAfter™ is a new platform that enables friends and family to capture and share stories privately.  The cloud-based application streamlines the ability for users to quickly and easily record and share audio or video files.  These special moments can now be replayed on Amazon Echo devices. Imagine a grandparent sharing a special story to a grandchild or an active duty service member reading a bedtime story to their child thousands of miles away.  Or a mother sharing a special recipe in a virtual cooking demonstration to help her son host his first Thanksgiving.  These priceless moments connect families through the innovative use of the EverAfter™ platform.   This service is free for a limited time and offers an annual subscription fee to record unlimited stories and store them securely.  Special offers apply for retired and active duty service members.   EverAfter™ is the first chapter in a new way of connecting and preserving memories so that the art of storytelling can be shared for future generations.  Visit www.everafter.cloud to learn more."
Spiritually Divine: Talk series at MUTTER GÖTTLICH,https://www.amazon.com/Spiritually-Divine-Talk-MUTTER-G%C3%96TTLICH/dp/B07PCHPP36/ref=sr_1_163?dchild=1&qid=1624575130&rnid=14284832011&s=alexa-skills&sr=1-163,"Listen to the latest talks from our spiritual center at MUTTER GÖTTLICH and VayuVaidya. All talks are by spiritual gurus from the Himalayan and the Sambhala traditions and are in the line of the spiritual practices at Mother Divine or MUTTER GÖTTLICH. Swami Rama, our Grand-master taught silence and meditation, also the path of karma-yoga, practiced in  the ""Practical Sambhala"" spirituality of Trans-humanism. We believe in inner liberation by sacred art and rock-metal music, a genre of Vedic and Pagan metal. We have a music group called KalkiChapel with YouTube presence for bhakti and therapy.  You can pause and play by saying ""Alexa, pause"" and ""Alexa, resume."" Just say ""Alexa, stop"" when you're done for the day. When listening to podcasts you can say ""Alexa, shuffle"" to shuffle the playing order, or ""Alexa, loop"" to loop the current episode. You can also ask for previous and next episodes by saying ""Alexa, previous"" and ""Alexa, next"". This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Christmas Bells,https://www.amazon.com/Priya-Sachdeva-Christmas-Bells/dp/B07KTYBWXF/ref=sr_1_180?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-180,Christmas Bells features melodious Bell Sound. This skill was built with love by VoiceApps.com.  Visit us to create your own skill in minutes!
Billi mausi kaho kaha se aai ho Indian Kids Rhyme,https://www.amazon.com/Billi-mausi-kaho-kaha-aai/dp/B07KRL51MY/ref=sr_1_183?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-183,"This Alexa skill plays Billi Mausi rhyme which is an Indian Hindi rhyme. You can say, Alexa, open billi mausi to start the audio. You can say Stop to stop the music. You can say resume/pause/stop to control the audio We have updated the skill with a more smooth and fault-free experience. We are continuing the legacy of the previous skill with a more advanced and smooth voice experience. billi mausi Indian Rhyme will take you on an adventurous ride to the world of cat. Whether it is time to breakfast or dinner, play this rhyme for kids and your kid will love it. Steps for using the skill: Session 1: User: Alexa, open billi mausi Alexa: Starting billi mausi, you can say start or begin User: Start / Begin Alexa: Playing billi mausi User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open billi mausi Alexa: You were listening to billi mausi already, Would you like to resume? User: No Alexa: <Alexa starts over to play the audio from start> You are listening to the billi mausi rhyme. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the billi mausi. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Once invoked, Alexa will automatically start the conversation and play the audio. Sit back, relax, and enjoy the rhyme of billi mausi. To start again on finishing one story, you can ask Alexa to open it again. When you reach the bottom of the playlist, try saying, Alexa, start over or Alexa, shuffle Once invoked, Alexa will automatically start the conversation and play the poem. The skills by saying ""Alexa, open billi mausi"". After invoking Alexa automatically starts the rhyming poem. Once it is finished you can invoke again by saying ""Alexa, open billi mausi"". The Alexa skill is specially designed for kids of age group 4-13 years old. For all users in India and the rest parts of the world, the skill responses in Hindi audio.  ---------------------------------------------------------------------------------------------------------------------- Disclaimer ---------------------------------------------------------------------------------------------------------------------- Billi mausi kaho kaha se aai ho Indian Kids Rhyme skill for Amazon Alexa contains audio in the Indian local language ‘Hindi’. Users of this skill are fully aware of the local language and accepted to play the poem with their own knowledge and experience."
Santa's Log Flash Briefing,https://www.amazon.com/Witlingo-Santas-Log-Flash-Briefing/dp/B07L7MQGXM/ref=sr_1_177?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-177,"The big night is fast approaching and Santa is working hard to make sure everything is good and ready.  Tune in to this skill to listen to daily updates from Santa on what he has been up to lately. Written and performed by Derek Botten. For more about Derek, please go to: www.derekbotten.com You can also follow Derek at: https://twitter.com/DerekRockBotten This skill was published using the Castlingo product by Witlingo.  For more on Castlingo, go to www.castlingo.com"
silly songs,https://www.amazon.com/Technicool-LLC-silly-songs/dp/B07KMX76PG/ref=sr_1_186?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-186,"WhatYaDoing is excited to bring you Silly Songs! Sing silly songs with your friends.  Silly Songs will play a list of popular silly songs from camp that your kids will love. You can play a random song by saying ""Alexa, ask Silly Songs to play"". You can play a specific song by saying the name of the song such as ""Alexa, ask Silly Songs to play The Banana Song"". You can get a list of songs saying ""Alexa, ask Silly Songs for a list"". Have fun and be silly!"
Famous Rhymes,https://www.amazon.com/SHREESH-Famous-Rhymes/dp/B07L25P5SS/ref=sr_1_179?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-179,"This is unique collection of Famous English Rhymes with catchy music for babies and children. You can play a rhyme starting from a rhyme of your choice or play all the availables rhyme in pre-defined order.  You can launch the skill with phrases like “Alexa, open famous rhymes” or “Alexa, ask famous rhymes to play ‘any’ rhyme”, “Alexa, ask famous rhymes to tell me ‘twinkletwinkle’ rhyme”. You should be able to Pause & Resume the playing rhyme and also navigate between Next and Previous rhymes. Currently available famous rhymes are: JohnyJohny – “Johny Johny Yes Pappa” BaaBaaBlacksheep – “Baa Baa Black Sheep” TwinkleTwinkle – “Twinkle Twinkle Little Star” HickoryDickory – “Hickory Dickory Dock” Alphabet – “A B C D E F G” OneTwo – “One Two Buckle My Shoe” HumptyDumpty – “Humpty Dumpty Sat On a Wall” JackAndJill – “Jack and Jill Went Up The Hill” DingDong – “Ding Dong Bell” ChubbyCheeks – “Chubby Cheeks Dimple Chin” Mary – “Mary Had Little Lamb” JingleBells – “Jingle Bells Jingle Bells” Birthday – “Happy Birthday"" Pussycat - ""Pussycat Pussycat Where Have You Been"" RainRain - ""Rain Rain Go Away"" RingaRinga - ""Ringa Ringa Roses"" TeddyBear - ""Teddy Bear Teddy Bear"" McDonald - ""Old McDonald"" Added few more new rhymes: bitsofpaper - ""Bits of paper"" londonbridge - ""London bridge is falling down"" areyousleeping - ""Are you sleeping brother john"" wheels - ""Wheels on the bus"" ducks - ""Five little ducks"" monkeys - ""Five little monkeys"" happy - ""If you are happy"" hotcross - ""Hot cross buns"" Also try my other skills - ""Sanskrit Shloka"", ""Shri Ram Raksha Stotra"
The Night Before Christmas,https://www.amazon.com/VoiceSkillsInc-The-Night-Before-Christmas/dp/B07K2J283D/ref=sr_1_192?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-192,This Skill play the Public Domain version of the The Night Before Christmas by Clement Clarke Moore. This Skill play the three minute version of the poem and is sure to get anyone into the Christmas Spirit.
Halloween Sounds for kids,https://www.amazon.com/nzt-Halloween-Sounds-for-kids/dp/B07K7M9QS1/ref=sr_1_191?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-191,"This sample skill shows you how to play a sound and have it loop and repeat after the file ends.  This is great for sleep or relaxation type skills that play a sound until the user says ""Alexa, Stop"""
queen-facts,https://www.amazon.com/Udit-Gulati-queen-facts/dp/B07KF6HGYN/ref=sr_1_190?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-190,Contains some cool queen band facts.
Trumpet sound,https://www.amazon.com/razzil1-Trumpet-sound/dp/B07KG1TKW2/ref=sr_1_189?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-189,This skill will give your Alexa nice trumpet sound. Just ask her to open trumpet sound and she will start playing like a pro. Enjoy :)
The Triple D Podcast,https://www.amazon.com/Insider-Perks-The-Triple-Podcast/dp/B07KKDM31Y/ref=sr_1_187?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-187,"A weekly show where Dad and Daughter Debate about anything and everything. From television rotting your brain to parallel universes, everything is on the table. A family-friendly show intended to spark curiosity and conversation between parents and their children."
Adventures of Moose and Goose,https://www.amazon.com/Adventures-of-Moose-and-Goose/dp/B07KK5RNST/ref=sr_1_188?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-188,"Adventures of Moose and Goose is a serialized science fiction podcast for kids that focuses on two sisters with super smarts.  Moose, the 5 year old tech whiz created a time machine for her and her sister Goose to go on adventures.  Goose is one of the leading history experts in the world and she's only 9 years old!  Together they were recruited by the Department of Advanced Technology and tasked with exploring history while chasing down the fiendish Frederick Bottomquack.   Join them as they travel through time and learn all about history and science from the people who made it… and that’s just the first two episodes!"
Lakdi ki Kathi Indian rhyme 🎠,https://www.amazon.com/Lakdi-ki-Kathi-Indian-rhyme/dp/B07KN5QLMX/ref=sr_1_185?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-185,"Many summers ago life was young. And innocent. Longed to ride with Lakdi Ki Kathi, which is the most played Kids Skill. It will take you to the innocence of kids. It brings the memory to some of the timeless characters from Indian history. “Lakdi ki Kathi, Kathi ka Ghoda”, a song so simple and innocent is very catchy to the tongue among children. It is the impression that is indelible in one's heart and mind. Usage: Session 1: User: Alexa, open lakdi ki kathi Alexa: Starting Lakdi Ki Kathi - You can say, start to play the audio player. User: start Alexa: Lakdi Ki Kathi <Alexa completes the poem or user interruption> User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open lakdi ki kathi Alexa: You were listening to Lakdi Ki Kathi, Would you like to resume? User: No (to play Lakdi Ki Kathi from start) / Yes (to play Lakdi Ki Kathi from the last position) Alexa: <Alexa starts over to the first time stamp and you can ask Alexa to step forward by saying Alexa, next> You are listening to the Lakdi Ki Kathi. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the Lakdi Ki Kathi. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. As indeed are songs of another era; a time when a mother was supposed to be a lullaby specialist and peers co-singers. The time when boys and girls, unspoiled by video games and play stations, would run the streets on warm winter afternoons or sprinkle water on the terrace on summer evenings even as they sang, “Chal Mere Ghode Tik Tik Tik” or “Nani Teri Morni ko Mor Le Gaye”. Parents would merely give an indulgent smile, knowing, like everything, this phase of innocence shall pass too. Now, this Special task of the lullaby is carried by Alexa.  Unobtrusively, they have been part of our growing up years, and in their own ways introduced us to the melody.  Once invoked, Alexa will automatically start the conversation and play the poem. The skills by saying ""Alexa, open Lakdi ki Kathi"". After invoking Alexa automatically starts the rhyming poem. Once it is finished you can invoke again by saying ""Alexa, open Lakdi ki Kathi"". The Alexa skill is specially designed for kids of age group 4-13 years old. English version (English): ""Alexa, open lakdi ki kathi"" Hindi version (Hindi-India):    “Alexa, लकड़ी की काठी शुरू करो” We are continuously adding more and more handpicked rhymes for kids which could bring more value education among them and entertain them.  We want to hear from you! Please write a review if you liked this. For all users in India and the rest parts of the world, the skill responses in Hindi audio.  ---------------------------------------------------------------------------------------------------------------------- Disclaimer ---------------------------------------------------------------------------------------------------------------------- This “Lakdi ki Kathi Indian rhyme ” Alexa skill is intended for fun and entertainment purposes only. It contains audio in Indian local language ‘Hindi’. Users of this skill are fully aware of the local language and accepted to play the poem with their own knowledge and experience. We have also released various Alexa skills for stories and poems in regional languages in Tamil, Kannada, Telegu, and Bangla."
Chanda Mama ki Kavita Indian Rhyme Hindi,https://www.amazon.com/Keyring-Corp-Chanda-Mama-Kavita/dp/B07KN73MXB/ref=sr_1_184?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-184,"We have updated the skill with a more smooth and fault-free experience. We are continuing the legacy of the previous skill with a more advanced and smooth voice experience. Chanda Mama Indian Rhyme will take you on an adventurous ride to the moon. Whether it is time to sleep or dinner, play this rhyme for kids and your kid will love it. Steps for using the skill: Session 1: User: Alexa, open chanda mama Alexa: Starting chanda mama, you can say start or begin User: Start / Begin Alexa: Playing chanda mama User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open chanda mama Alexa: You were listening to chanda mama already, Would you like to resume? User: No Alexa: <Alexa starts over to play the audio from start> You are listening to the chanda mama rhyme. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the chanda mama. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Once invoked, Alexa will automatically start the conversation and play the audio. Sit back, relax, and enjoy the rhyme of chanda mama. To start again on finishing one story, you can ask Alexa to open it again. When you reach the bottom of the playlist, try saying, Alexa, start over or Alexa, shuffle The skill content is in Hindi."
