skill_name,skill_link,skill_description
Jokes,https://www.amazon.com/Kajal-Jokes/dp/B07JRHDD6G/ref=sr_1_357?dchild=1&qid=1624647871&rnid=14284832011&s=alexa-skills&sr=1-357,"Feeling Low/ tired? Want to make your day smile and laughter? Just say, ""Alexa open funny jokes"" to hear some funny jokes. One-liner a day keeps the doctor away…so, here is a shortlist of the best one-liners.  Have fun!"
Halloween Tricks,https://www.amazon.com/MODAL-Halloween-Tricks/dp/B07JQPG3MQ/ref=sr_1_359?dchild=1&qid=1624647871&rnid=14284832011&s=alexa-skills&sr=1-359,"Halloween Tricks is a fun skill to scare your family and friends into thinking there are ghostly spirits lurking in the house! It's simple to play. Just choose a way to scare them from the options. Each is programmed to start 1 minute after you launch the skill. So find a good place to hide and await your first victim as the fright unfolds! Make sure you have the volume UP! You can say: ""Alexa, open Halloween Tricks"" ""Alexa, start Halloween Tricks"" ""Alexa, launch Halloween Tricks"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at hello@modal.systems. Your 5-star reviews encourage us to keep making more great skills, thanks!"
Sentence Inventor,https://www.amazon.com/jessvb-Sentence-Inventor/dp/B07JZYL8Y8/ref=sr_1_356?dchild=1&qid=1624647871&rnid=14284832011&s=alexa-skills&sr=1-356,Ask Alexa to generate a random sentence using deep learning technology and see what she comes up with. This skill uses a pretrained LSTM model to generate text.
Random noise,https://www.amazon.com/RNA-Labs-Random-noise/dp/B07K5X3RW5/ref=sr_1_355?dchild=1&qid=1624647871&rnid=14284832011&s=alexa-skills&sr=1-355,Alexa has hundreds of stock noises and this is a skill compiling it into one randomized skill. Use it however you want. Awkward silence? Well break the silence with this app. Friend annoying you? Play a random noise!
Fart Buttons,https://www.amazon.com/ReliantWeb-LLC-Fart-Buttons/dp/B07K77Z4F8/ref=sr_1_354?dchild=1&qid=1624647871&rnid=14284832011&s=alexa-skills&sr=1-354,Know someone who cracks up at fart jokes or sound? This skill is for them! Will listen for Echo Button presses for 60 seconds and play a random fart sound on each button press!
Spooky Jokes,https://www.amazon.com/Kevin-Thompson-Spooky-Jokes/dp/B07J4RKL79/ref=sr_1_369?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-369,Get in the halloween spirit by learning new silly spooky jokes! Just ask spooky jokes to tell you a joke!
Job Jar / Chores,https://www.amazon.com/Chinas-Song-Productions-Job-Chores/dp/B07G6PDS5S/ref=sr_1_383?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-383,The purpose of this skill is to suggest a chore that might need doing when someone needs something to do.  It's like drawing into a mason jar of your favorite activities and always pulling out some gem of a way to spend your time.
Fun Haikus,https://www.amazon.com/doublestar-Fun-Haikus/dp/B07G79VY8R/ref=sr_1_382?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-382,Fun Haiku reads out a random haiku whenever you need one.
The Christian Joker,https://www.amazon.com/CoolSkills-The-Christian-Joker/dp/B07GDKFZLD/ref=sr_1_381?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-381,Christian Jokes for a belly full of laughs without the raunchy stuff you might hear everyday. Safe for children. This skill was built with love by VoiceApps.com.  Visit us to create your own skill in minutes!
Costume and Color of the day,https://www.amazon.com/PnPDev-Costume-Color-day/dp/B07G4MCRMJ/ref=sr_1_384?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-384,It recommends color of the costume based on the weekday! The recommendations of color are generated by the skill itself.
Do You Know Any Dinosaurs?,https://www.amazon.com/Do-You-Know-Any-Dinosaurs/dp/B07GKJZR81/ref=sr_1_380?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-380,Do You Know Any Dinosaurs? Takes in one question and when asked this question responds with a single answer. It is used to simple read out two types of dinosaurs that it knows when asked if it knows any.
The Woodchuck Riddle,https://www.amazon.com/Part12-Studios-The-Woodchuck-Riddle/dp/B07GZN1LWP/ref=sr_1_378?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-378,"Come and face the question.  Do you know the answer?  If you do, say it with Alexa and impart this universal truth."
The Interrupting Turkey,https://www.amazon.com/Cinnabar-The-Interrupting-Turkey/dp/B07GRTVDLT/ref=sr_1_379?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-379,"This Skill is an interactive joke that is a variation of a popular children's knock knock riddle. When asked, ""knock knock,"" the expected reply is ""Who's there?"" This skill was built with love by VoiceApps.com.  Visit us to create your own skill in minutes!"
The Jokster,https://www.amazon.com/Back-Bay-Studio-The-Jokster/dp/B07H1NJF42/ref=sr_1_377?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-377,80+ kid friendly silly jokes. This skill was built with love by VoiceApps.com.  Visit us to create your own skill in minutes!
My Hero,https://www.amazon.com/Bear-Toucan-My-Hero/dp/B07H1W49K6/ref=sr_1_376?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-376,"Make your child the hero of their own story! You tell the skill your child's name, their friends name and what their favourite toy is and Alexa will read them a story where they are the hero, working with their sidekick friend to rescue their favourite toy."
Super Cool Dad Jokes on Demand,https://www.amazon.com/Super-Cool-Dad-Jokes-Demand/dp/B07H9WWRJH/ref=sr_1_375?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-375,"All the Super Cool Dad Jokes you love from our Flash Briefing, one demand! Funny Dad Jokes that are silly, humorous, wonky, groaners. Whacky fun for the whole family, even that weird aunt you have that smells faintly of topsoil! Gather your friends around and laugh yourself to stitches! Soon it'll make you funnier and the life of the party! Share this with all your un-funny friends and improve the world, one joke at a time. This skill was built with love by VoiceApps.com.  Visit us to create your own skill in minutes!"
HarryPotterJokes,https://www.amazon.com/Abhijeet-singh-HarryPotterJokes/dp/B07HVT2373/ref=sr_1_374?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-374,"if you like harry potter series,then we have got something special for you,here is the harry potter jokes skill to bring you back in a world of magic."
The Joker's Wild,https://www.amazon.com/Faustgen-The-Jokers-Wild/dp/B07HWM94FC/ref=sr_1_373?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-373,Ask me for a joke! This skill was built with love by VoiceApps.com.  Visit us to create your own skill in minutes!
Lame Jokes,https://www.amazon.com/akshat14714-Lame-Jokes/dp/B07J2P23RP/ref=sr_1_372?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-372,Some lame and funny jokes to make people laugh
Funny Astronaut,https://www.amazon.com/Andrew-Cantino-Funny-Astronaut/dp/B07J3CF12T/ref=sr_1_371?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-371,"Funny Astronaut is an entertaining skill that tells jokes about space and the planets of the solar system. You can ask it about specific planets, or just ask to hear a joke whenever you'd like a good laugh."
Clean Halloween Jokes,https://www.amazon.com/phermium-Clean-Halloween-Jokes/dp/B07J3CR3DT/ref=sr_1_370?dchild=1&qid=1624647873&rnid=14284832011&s=alexa-skills&sr=1-370,"This skill will help you get into the Halloween spirit. Try it by asking Alexa to tell you a ""Clean Halloween Joke"" every morning or at night. Includes over 200 age-appropriate Halloween jokes!"
Costume and Color of the day,https://www.amazon.com/PnPDev-Costume-Color-day/dp/B07G4MCRMJ/ref=sr_1_385?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-385,It recommends color of the costume based on the weekday! The recommendations of color are generated by the skill itself.
Funny Puns,https://www.amazon.com/Web-Cam-INC-Funny-Puns/dp/B07DBBY3YM/ref=sr_1_400?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-400,"Ask Alexa to Open Funny Puns, and she will tell you a random pun. Say yes afterwards to get another random pun. Tons to hear, and more to be added!"
Daily Jokes!,https://www.amazon.com/Joseph-Lu-Daily-Jokes/dp/B07DBGLKZ8/ref=sr_1_399?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-399,This skill will tell you a joke each time you ask!
Skyla's Unicorn,https://www.amazon.com/Hacktor-Creations-Skylas-Unicorn/dp/B07DD6KSVN/ref=sr_1_398?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-398,This skill provides detailed information of what phase the moon was in on the night of Skyla Beltran's birth
Funny Animal Jokes,https://www.amazon.com/Patrick-Malloy-Funny-Animal-Jokes/dp/B07DN7HSF5/ref=sr_1_394?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-394,"Animal Jokes allows you to hear over 65 different funny jokes. Both kids and adults will have fun listening to them. You can say: ""Alexa, open Funny Animal Jokes"" ""Alexa, start Funny Animal Jokes"" Please leave a 5-star review if you love this skill, it encourages me to keep making more great skills, thanks!"
Evil Laugh,https://www.amazon.com/Wise-Geek-Evil-Laugh/dp/B07DHMTW6M/ref=sr_1_396?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-396,"The evil laugh will put shivers down your spine! You can say: ""Alexa, open Evil Laugh"" ""Alexa, start Evil Laugh"" ""Alexa, start Evil Laugh"""
Kevin's Jokes,https://www.amazon.com/Lahiru-Tharanga-Kevins-Jokes/dp/B07DM11SFT/ref=sr_1_395?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-395,"Kevin's Jokes are for your enjoyment every day to pick up your spirits and change your mood to a happy one, It is a well known fact that when you laugh your whole body responds and you feel better."
Silly Jokes,https://www.amazon.com/Sheri-L-Mousset-Silly-Jokes/dp/B07DF3TPS7/ref=sr_1_397?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-397,"Silly Jokes is a skill that will tell you a silly joke a day. You can say: ""Alexa, open Silly Jokes"" ""Alexa, start Silly Jokes"" ""Alexa, launch Silly Jokes"" Please leave a 5-star review if you love this skill. Your 5-star reviews encourage us to keep making more great skills, thank you for listening!"
Chore chooser,https://www.amazon.com/Daft-Dog-Apps-Chore-chooser/dp/B07DSXVXXV/ref=sr_1_393?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-393,"Get rid of those arguments at home and get Alexa to give your child their chore. It's time for your kids to start earning that mobile phone data and in app purchases. Chore Chooser will pick you a chore, it's worth noting that some of these chores are aimed at younger children so if you have an older child you might want to ask Alexa for a few."
Haiku Reader,https://www.amazon.com/Megan-McVey-Haiku-Reader/dp/B07DTDD794/ref=sr_1_392?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-392,"Looking for daily bits of wisdom? Or just a good laugh? Get new haikus each day on your Echo device by saying ""Alexa, open Haiku Reader” to begin."
Silly Old Dog Riddles,https://www.amazon.com/Karen-S-Roberts-Silly-Riddles/dp/B07F365RWC/ref=sr_1_391?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-391,"Silly Old Dog Riddles is a skill for enjoying silly riddles about dogs.  Many of the riddles in this skill come from the Kindle book , ""Silly Old Book of Dog Picture Riddles"" which you can find on Amazon.  These silly dog riddles will get you giggling.  You can learn them and then try to stump your family and friends by asking them the riddles.  Have fun! You can say: ""Alexa, open Silly Old Dog Riddles"" ""Alexa, start Silly Old Dog Riddles"" ""Alexa, launch Silly Old Dog Riddles"" ""Alexa, play Silly Old Dog Riddles."" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at robertsreports@gmail.com. Your 5-star reviews encourage us to keep making more great skills, thanks!"
Power House Family,https://www.amazon.com/Dinner-Table-MBA-Power-Family/dp/B07FZ36W1N/ref=sr_1_388?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-388,"Power House Family Podcast offers fun conversation and motivation in just minutes for children, teens and parents. Brought to you by Dinner Table MBA, the host, Mike Kawula, aspires to bring families together each morning through humor, fun facts, riddles and inspirational stories. Learn more at DinnerTableMBA.com."
Baby Brother Baby Sister,https://www.amazon.com/David-R-Christensen-Brother-Sister/dp/B07FQKGLBM/ref=sr_1_389?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-389,"Baby Brother Baby Sister Riddles is designed to entertain small children with fun original riddles: cute questions with fun answers.  You can say: ""Alexa, open baby brother baby sister riddles "" ""Alexa, start baby brother baby sister riddles"" ""Alexa, launch baby brother baby sister riddles"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at drchristensen1@msn.com. Your 5-star reviews encourage us to keep making more great skills, thanks!"
Cartoon Phrases,https://www.amazon.com/HussainB-Cartoon-Phrases/dp/B07G291JN7/ref=sr_1_387?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-387,Ask this skill for popular cartoon catchphrases and listen to a popular dialogues by that cartoon character!
Baseball Jokes,https://www.amazon.com/Studio-334-Media-Baseball-Jokes/dp/B07FCNG6P6/ref=sr_1_390?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-390,"Baseball Jokes allows you to hear great jokes about the game of baseball. It may be the great American past time, but it can also be funny! You can say: ""Alexa, open Baseball Jokes"" ""Alexa, start Baseball Jokes"" ""Alexa, launch Baseball Jokes"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at Studio334Media@gmail.com. Your 5-star reviews encourage us to keep making more great skills, thanks!"
Shopkins World,https://www.amazon.com/Mikk-London-Shopkins-World/dp/B07D6BZ1BX/ref=sr_1_401?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-401,"Shopkins World fetches internet results for your Shopkin searches powered by Bing search api, we troll through comprehensive list of website to get the best result for your Shopkins search and dynamically generate content from website text.You can ask about any Shopkins from any season and we will try and get the best definition and details about that Shopkin from the internet. Also the skill is optimized for Echo show so you get good visual display of your Shopkins."
SunButter Jokes,https://www.amazon.com/SunButter-Jokes/dp/B07G3BJVJQ/ref=sr_1_386?dchild=1&qid=1624647875&rnid=14284832011&s=alexa-skills&sr=1-386,"Know of any good sunflower butter jokes? We do! Just say, ""Alexa, open SunButter Jokes,"" and get ready for a roster of knee-slappers about the sun, sunflowers, allergens, nut-free lifestyles, and all things sunflower butter. New jokes added every few months!"
Hudson's Amazing Adventure,https://www.amazon.com/Elite-Mental-Game-Hudsons-Adventure/dp/B079HDPDD6/ref=sr_1_416?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-416,"Hudson's Amazon Adventure is a choose-your-path story about exploring Seattle. You can take a car ride or a ferry boat ride, and then choose how you'll explore your adventure."
Princess Uncle John,https://www.amazon.com/Gern-inc-Princess-Uncle-John/dp/B079M5KGWC/ref=sr_1_415?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-415,"This skill will tell you who is the fairest of them all when asked: ""Who is the fairest of them all"""
Awesome Caterpillar Facts,https://www.amazon.com/Pramod-Awesome-Caterpillar-Facts/dp/B07B8Q9M7Z/ref=sr_1_414?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-414,Awesome Catterpillar Facts. This skill gives facts about the animal Catterpillar.
Goldilocks,https://www.amazon.com/Felix-Voice-Goldilocks/dp/B07BRWRL9B/ref=sr_1_411?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-411,"Revisit the classic story of Goldilocks and the Three Bears, and help the characters make decisions along the way."
Silly Sentence,https://www.amazon.com/kg2s-Silly-Sentence/dp/B07BKN8V59/ref=sr_1_413?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-413,Get entertained with some silly sentences.
Beano,https://www.amazon.com/Beano-Studios/dp/B07BQ9R1Z3/ref=sr_1_412?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-412,"WOAH! Beano is on Alexa! Just say ‘Open Beano’ to play the Ultimate True or False or listen to some of the Best Beano Jokes ever! All brought to you by the bonkers Beano hosts! Beano True or False is the ULTIMATE True or False quiz, with loads of questions ranging from Slime to Star Wars! Stuffed full of sound effects and tricky trivia you just have to complete each round of five questions to find out your score!  What does a sassy horse eat? Heyyyyyyyyyyy!!! If you LOL’d at that one check out the Beano skill for loads more…. we’ve got a bunch of the best jokes ever and got the brilliant Beano hosts to tell them!  We’ve love to get your feedback about how we can make the Beano skill even more EPIC! So get in touch at hello@beano.com Try Saying Things like; Alexa, open Beano Alexa, ask Beano for a joke  Alexa, ask Beano to play True or False"
Dream machine,https://www.amazon.com/Natural-Engineering-Dream-machine/dp/B07C3KB733/ref=sr_1_410?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-410,Just before you go to sleep ask the dream machine about all kinds of funny and hilarious dreams that you will see tonight. Complete fun and laughing riot for you and your kids alike.
Kiddie Jokes,https://www.amazon.com/ToNic-Innovations-LLC-Kiddie-Jokes/dp/B07C4PNTWX/ref=sr_1_409?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-409,"Kiddie Jokes is a family friendly skill that will keep you entertained for hours! With a large selection of jokes, you and your kids will be entertained as Alexa takes center stage and delivers joke after joke the way only Alexa can. Simply ask ""Alexa, open Kiddie Jokes,"" and follow Alexa's simple yes or no prompts.  5 STAR Reviews encourage us to further develop and enlarge our joke database! For every two 5 star reviews, we will add 20 new jokes! You might also be interested in out other popular skills: Sleep Helper Hot or Not  You Might Be Ghetto Jokes Pickup Line Of The Day"
Christmas Countdown,https://www.amazon.com/ToNic-Innovations-LLC-Christmas-Countdown/dp/B07CPLLXHC/ref=sr_1_408?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-408,"Christmas Countdown is a simple and fun way to keep track of how many days until the most wonderful day of the year. Simply ask, ""Alexa, open Christmas Countdown,"" and get an accurate calculation. You may even get a special word of encouragement from a ""special guest."" 5 star reviews encourage us to further develop this skill. If we can get to 20 5 star reviews, we will ask Santa to speak more often. Santa Voice by: Bentley Michaels"
My Pretend Pal,https://www.amazon.com/Caffeine-Please-Apps-Pretend-Pal/dp/B07CZLTTVW/ref=sr_1_405?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-405,"Are you a roaring lion? Are you an oinking pig? Are you a funky monkey? For whatever you want to be, My Pretend Pal can help! Just tell My Pretend Pal what you are and you'll instantly have some audio enhancements! There are currently over 30 animals and things you can be, with more on the way! Don't see what you want to be? Leave a review and request it!"
Kids Jokes,https://www.amazon.com/Debby-Bose-Kids-Jokes/dp/B07CWRDY31/ref=sr_1_406?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-406,"Kids Jokes is a alexa app that has 100 Yo Mama Clean Jokes for Kids - Ft. Batman, Spongebob, Pokemon, Transformers, TMNT and more!  Learn the best jokes about your favorite superheroes, cartoons, toys and movies!"
Dad Jokes,https://www.amazon.com/Hillridge-Labs-Dad-Jokes/dp/B07CRMMTMN/ref=sr_1_407?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-407,Silly jokes that make kids laugh and adults roll their eyes.
Chihuahua Races,https://www.amazon.com/Passive-Income-Academy-Chihuahua-Races/dp/B07D1W67DR/ref=sr_1_403?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-403,The running of the chihuahuas can be heard here. This event is held on Cinco de Mayo and usually for an animal rescue organization.  This skill will randomly select a winner of the race.
Unicorns Rock,https://www.amazon.com/Megabyte-Girlz-Unicorns-Rock/dp/B07D1GH5L3/ref=sr_1_404?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-404,"Do you love fun and silly stories about unicorns? Then enable Unicorns Rock and say ""Alexa, Open Unicorns Rock."" Then, listen to an interactive story about a unicorn in the Magic Glen. Make choices throughout the story and decide what the character will do or say. The current story is about Super Selena the Unicorn. More silly unicorn stories to come."
Kiddle Riddles,https://www.amazon.com/Ellemar-Kiddle-Riddles/dp/B07D3CV2JC/ref=sr_1_402?dchild=1&qid=1624647877&rnid=14284832011&s=alexa-skills&sr=1-402,"Clean and family friendly, Kiddle Riddles is a skill to entertain the young and the young at heart!  Simply ask Alexa to play Kiddle Riddles.  Over 100 simple riddles available! Please leave a positive review if you love this skill, or send us an email with your suggestions at admin@ellemarenterprises.com. Your 5-star reviews encourage us to keep making more great skills, thanks!"
Silly Lingo,https://www.amazon.com/hariraja-Silly-Lingo/dp/B07997K1FN/ref=sr_1_417?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-417,Get kids to have fun with their new Echo by asking Alexa to say phrases in Pig Latin and Gibberish.  Or Learn how to say something in Pig Latin so you can possibly understand what the naughty siblings are talking in front of you.
Goofy Goober,https://www.amazon.com/Most-Love-Goofy-Goober/dp/B078S1Z1MS/ref=sr_1_429?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-429,"Hilariously entertaining and simple enough for a toddler to use, Goofy Goober is an Alexa skill that generates playful wisecracks for children. It's full of zingers entirely appropriate for kids of all ages. All they have to do is have Alexa ask Goofy Goober to make them laugh and she'll get the ball rolling with some silly one-liners. You can also direct wisecracks at a specific person by saying, ""Alexa, ask Goofy Goober to tell me a joke about Dad"", or ""Alexa, ask Goofy Goober to hit Sarah with your best shot""."
Police Academy,https://www.amazon.com/Eric-Police-Academy/dp/B078QTGM5S/ref=sr_1_430?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-430,"Have you always been a crime fighter at heart? Do you feel the need to protect the common good? Then the police academy is the place for you! Practice giving the miranda rights by repeating after Alexa, and you will be making the streets cleaner in no time!"
Uncle Tony,https://www.amazon.com/Variant-Games-Uncle-Tony/dp/B078QB5LB1/ref=sr_1_432?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-432,"I created this skill as an entry for the <b>Alexa Kids Skill Challenge </b>.  There is essentially only one interaction with this skill.  The child provides a first name and is given an alliterative sentence using that name. I kept the skill very simple hoping young kids (5 - 8) would enjoy the silly, same-sound sentences and be able to use the skill without parental assistance.. Alexa, ask Uncle Tony about ""Tina."" Tina, the tiny turtle, took time to teach Thomas, the two ton tortoise, to tap-dance, twist, and tango. The user can also just Launch Uncle Tony and it will ask for a name.  The user may also ask for the previous sentence to be repeated.There 3 to 4 different sentences associated with each letter. I hope to add more content soon."
Taffy Jokes for Tom,https://www.amazon.com/Steve-Fennell-Taffy-Jokes-for/dp/B078QHGJWF/ref=sr_1_431?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-431,It's Taffy Time! Corny jokes to make you and laugh and laugh and laugh and laugh and laugh and laugh and laugh. Just say... It's Taffy Time!
Bag Of Giggles,https://www.amazon.com/Voice-Craft-Bag-Of-Giggles/dp/B078TSBDNR/ref=sr_1_428?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-428,"Bag of Giggles is designed for groups of kids.  It's a kids party game reinvented for Alexa.  Alexa will act as the party host leading groups of kids through silly and goofy fun: - Treacherous Tongue Twisters - Devious Would You Rather Questions - Priceless Pretend to be. . . - Absurd Act like a . . . All topped off with groan worthy jokes! Bag of Giggles works great on any Alexa device but those with an Echo Show get a special treat.  Along with all the zaniness, you get goofy pictures to make the smiles even bigger. Note: the skill works great on the Echo Spot but the graphics are optimized (right now) for the bigger Echo Show. We are motivated by 5 star reviews.  The more 5 star reviews we get, the more we will work on enhancing Bag of Giggles.  We would love to get feedback and suggestions - please e-mail: skills@boplabs.com with your ideas! Note to parents: The team who created Bag of Giggles are all parents (our kids had lots of input!).  We want our kids having fun, playing, and getting their faces out of screens.  Technology like Alexa and games like Bag of Giggles are ways for old school style games to be augmented (but not replaced) with technology.  Technology is a helper, but the fun is generated by the kids themselves!"
Let's Be Friends,https://www.amazon.com/Thomahawk217-Lets-Be-Friends/dp/B078V7NTWD/ref=sr_1_427?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-427,"The first thing my four year old daughter did when we got our echo was asked Alexa to be friends. The answer was short so I decided to build a skill to give her response a little more. You will love seeing your child's eyes light up when talking to Alexa and building a friendship through asking and answering questions. You start up the skill by saying, ""Alexa open let's be friends"" or ""Alexa, let's be friends"". Alexa's questions and answers are randomized so you will never get the same exact conversation. This skill is perfect for children who need a little practice making friends and getting to know people and you can rest at ease knowing that no information is being collected."
Purple Kitty Cartoon,https://www.amazon.com/Drawrz-com-Purple-Kitty-Cartoon/dp/B078VYMV2W/ref=sr_1_426?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-426,This skill gives you the ability to play with a virtual cat inside your Alexa Show or Spot. Kitty likes to interact with you. Say things like - - 'Throw kitty the ball'  - 'Dance kitty' - 'Feed the kitty'  - 'Play with kitty' - 'Sing kitty' Please Note: This skill is intended for an Alexa with a Video Screen - i.e. an Echo Show or Echo Spot.
Create Funny Story,https://www.amazon.com/nvias-Create-Funny-Story/dp/B078W1VCLD/ref=sr_1_425?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-425,"Every time completely new funny storyI Just select one Animal, one Color, one Person and one Room and Alexa will made-up a funny story for you. Invoke: ""Alexa, Create Funny Story"" Make your selection: ""I pick Dog as a Animal, Ping as a Color, Batman as a Person and Kitchen as a Room"" Now listen your funny story."
inspirational messages,https://www.amazon.com/Walter-Shen-inspirational-messages/dp/B078X2B481/ref=sr_1_423?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-423,"Nothing special is needed for this skill! Just say ""Alexa, open Inspirational Messages"", and you'll be told an original inspirational message! This skill hopes to make kids happier in a changing world."
Interactive Bed Time Story,https://www.amazon.com/Hector-Interactive-Bed-Time-Story/dp/B078XHXZ9Q/ref=sr_1_422?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-422,"No prerequisites Alexa tells kids an interactive story, we do not request any personal information.  This skill will ask you for a made-up name in order to address the user. It will also ask for gender in order to tailor the response. The skill does not store any personal information. Users can choose from spooky and normal story."
Laugh Party,https://www.amazon.com/Vivian-Auduong-Laugh-Party/dp/B078W3P28X/ref=sr_1_424?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-424,"In this skill, Alexa is a fellow player in the classic party game where monotone ""hahas""' turn into a laughing riot! Ask Alexa to have a laughing party and she'll join in on the fun."
Talking Parrot,https://www.amazon.com/True-Labs-Inc-Talking-Parrot/dp/B078XM54BW/ref=sr_1_420?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-420,Adopt a pet parrot that repeats back whatever you say in a funny voice. But be careful not to insult the parrot... it might insult you back!
Pretend Quest,https://www.amazon.com/IdeaPump-Pretend-Quest/dp/B078XLJQVP/ref=sr_1_421?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-421,"Children love acting out stories since it gives them the freedom to take on new roles and experiment with ideas and emotions. Pretend play is not only fun, it is also important for children's cognitive and social development. Once kids get started, they tend to take their make-believe play in all kinds of unexpected, creative, and interesting places. However, sometimes they have a little trouble getting started with new story or character ideas, that is where Pretend Quest can help! Pretend Quest seeds kids’ pretend play by giving them roles and goals. Once Pretend Quest best the story started, the children take it from there. They can ask for one or more characters to play by asking “Who am I?”  and they can ask for a goal by asking “What’s my quest?”. In addition, multiple kids (or adults) can join in to play cooperatively together by each taking a turn and saying, “Who am I?”  Give it a try with the following conversational phrases: “Alexa, start Pretend Quest.” “Who am I?” (first player) “Who am I?” (second player) “What’s my quest?” ""Start quest!"""
little bro joshy,https://www.amazon.com/Leyna-Labs-little-bro-joshy/dp/B0796NXST8/ref=sr_1_418?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-418,Joshy is a fun loving 7 year old and loves to tell jokes. Ask him to tell a joke!
Bedtime Guardian,https://www.amazon.com/jcn-Bedtime-Guardian/dp/B078XMLL4S/ref=sr_1_419?dchild=1&qid=1624647879&rnid=14284832011&s=alexa-skills&sr=1-419,"I am your Bedtime Guardian. I will help you scan and protect your room from monsters, ghosts, and bad guys! You can ask me to scan the room, or you can ask me to protect your room."
